gene_name	gene_symbol	chrom	strand
2210010C17Rik	2210010C17Rik	chr7	-1
2210012G02Rik	2210012G02Rik	chr4	-1
2210013O21Rik	2210013O21Rik	chrX	1
2210015D19Rik	2210015D19Rik	chr11	1
2210016F16Rik	2210016F16Rik	chr13	-1
2210016L21Rik	2210016L21Rik	chr5	1
2210018M11Rik;AK009395	2210018M11Rik	chr7	-1
2210018M11Rik;AK009395	AK009395	chr7	-1
2210020M01Rik	2210020M01Rik	chr11	1
2210021J22Rik	2210021J22Rik	chr15	-1
2210023G05Rik;Ces2g	2210023G05Rik	chr8	1
2210023G05Rik;Ces2g	Ces2g	chr8	1
2210403K04Rik;Mir22	2210403K04Rik	chr11	1
2210403K04Rik;Mir22	Mir22	chr11	1
2210404J11Rik;9030025P20Rik;Gm3435	2210404J11Rik	chr17	1
2210404J11Rik;9030025P20Rik;Gm3435	9030025P20Rik	chr17	1
2210404J11Rik;9030025P20Rik;Gm3435	Gm3435	chr17	1
2210404O07Rik	2210404O07Rik	chr10	1
2210407C18Rik	2210407C18Rik	chr11	-1
2210408I21Rik	2210408I21Rik	chr13	1
2210409E12Rik	2210409E12Rik	chr11	-1
2210409E12Rik;Coil;Gm10022	2210409E12Rik	chr11	1
2210409E12Rik;Coil;Gm10022	Coil	chr11	1
2210409E12Rik;Coil;Gm10022	Gm10022	chr11	1
2210411K11Rik	2210411K11Rik	chr7	-1
2210415F13Rik	2210415F13Rik	chr11	1
2210417A02Rik	2210417A02Rik	chr5	1
2210418O10Rik;Gm14296	2210418O10Rik	chr2	-1
2210418O10Rik;Gm14296	Gm14296	chr2	-1
2300002M23Rik	2300002M23Rik	chr17	1
2300003K06Rik	2300003K06Rik	chr11	-1
2300005B03Rik	2300005B03Rik	chr15	-1
2300009A05Rik	2300009A05Rik	chr9	-1
2310001A20Rik;APMAP	2310001A20Rik	chr2	-1
2310001A20Rik;APMAP	APMAP	chr2	-1
2310001K24Rik	2310001K24Rik	chr2	1
2310002J15Rik	2310002J15Rik	chr2	-1
2310002L09Rik	2310002L09Rik	chr4	-1
2310002L13Rik	2310002L13Rik	chr18	-1
2310003C23Rik	2310003C23Rik	chr2	1
2310003F16Rik	2310003F16Rik	chr2	1
2310003H01Rik;Faap100	2310003H01Rik	chr11	-1
2310003H01Rik;Faap100	Faap100	chr11	-1
2310003L22Rik	2310003L22Rik	chr2	1
2310004I24Rik	2310004I24Rik	chr11	-1
2310004N24Rik	2310004N24Rik	chr11	1
2310005E10Rik;Akr1b10	2310005E10Rik	chr6	1
2310005E10Rik;Akr1b10	Akr1b10	chr6	1
2310005G13Rik	2310005G13Rik	chr16	-1
2310005N01Rik;Meaf6	2310005N01Rik	chr4	1
2310005N01Rik;Meaf6	Meaf6	chr4	1
2310007B03Rik	2310007B03Rik	chr1	-1
2310007F21Rik;Aagab	2310007F21Rik	chr9	1
2310007F21Rik;Aagab	Aagab	chr9	1
2310007L24Rik	2310007L24Rik	chr11	1
2310008H04Rik;Kiaa0146	2310008H04Rik	chr16	-1
2310008H04Rik;Kiaa0146	Kiaa0146	chr16	-1
2310008H09Rik	2310008H09Rik	chr7	-1
2310009B15Rik	2310009B15Rik	chr1	-1
2310010M20Rik	2310010M20Rik	chr16	1
2310011J03Rik	2310011J03Rik	chr10	-1
2310014H01Rik	2310014H01Rik	chr17	1
2310014L17Rik	2310014L17Rik	chr7	1
2310015A10Rik	2310015A10Rik	chr12	-1
2310016C08Rik	2310016C08Rik	chr6	1
2310016M24Rik	2310016M24Rik	chr15	1
2310021H06Rik	2310021H06Rik	chr2	1
2310021P13Rik;Kiaa0913	2310021P13Rik	chr14	1
2310021P13Rik;Kiaa0913	Kiaa0913	chr14	1
2310022A10Rik	2310022A10Rik	chr7	1
2310022B05Rik	2310022B05Rik	chr8	-1
2310022K01Rik;Haus5;Rbm42	2310022K01Rik	chr7	-1
2310022K01Rik;Haus5;Rbm42	Haus5	chr7	-1
2310022K01Rik;Haus5;Rbm42	Rbm42	chr7	-1
2310028H24Rik	2310028H24Rik	chr4	-1
2310028O11Rik	2310028O11Rik	chr4	-1
2310030G06Rik	2310030G06Rik	chr9	-1
2310030N02Rik	2310030N02Rik	chr4	-1
2310033E01Rik	2310033E01Rik	chr7	-1
2310033P09Rik	2310033P09Rik	chr11	1
2310034C09Rik	2310034C09Rik	chr16	1
2310035C23Rik	2310035C23Rik	chr1	1
2310035K24Rik	2310035K24Rik	chr2	1
2310036O22Rik	2310036O22Rik	chr8	1
2310037I24Rik	2310037I24Rik	chr15	-1
2310039D24Rik	2310039D24Rik	chr8	-1
2310039H08Rik	2310039H08Rik	chr17	1
2310042D19Rik	2310042D19Rik	chr4	1
2310042E22Rik	2310042E22Rik	chr16	-1
2310043J07Rik	2310043J07Rik	chr5	1
2310044G17Rik;Kiaa1737	2310044G17Rik	chr12	1
2310044G17Rik;Kiaa1737	Kiaa1737	chr12	1
2310044H10Rik	2310044H10Rik	chr7	-1
2310045N01Rik;Mef2b	2310045N01Rik	chr8	1
2310045N01Rik;Mef2b	Mef2b	chr8	1
2310046A06Rik	2310046A06Rik	chr9	-1
2310046K01Rik	2310046K01Rik	chr2	1
2310046O06Rik	2310046O06Rik	chr9	1
2310047B19Rik	2310047B19Rik	chr9	1
2310047M10Rik	2310047M10Rik	chr11	1
2310050B05Rik	2310050B05Rik	chr10	1
2310050C09Rik	2310050C09Rik	chr3	-1
2310057J16Rik	2310057J16Rik	chr8	1
2310057J18Rik	2310057J18Rik	chr10	-1
2310057M21Rik	2310057M21Rik	chr7	-1
2310057N15Rik	2310057N15Rik	chr16	-1
2310061C15Rik	2310061C15Rik	chr8	-1
2310061F22Rik;Ctu2	2310061F22Rik	chr8	1
2310061F22Rik;Ctu2	Ctu2	chr8	1
2310061I04Rik;RP24-180B11.5	2310061I04Rik	chr17	-1
2310061I04Rik;RP24-180B11.5	RP24-180B11.5	chr17	-1
2310061J03Rik	2310061J03Rik	chr16	-1
2310061N02Rik	2310061N02Rik	chr16	-1
2310067B10Rik	2310067B10Rik	chr11	1
2310068J16Rik	2310068J16Rik	chr15	-1
2310079F23Rik	2310079F23Rik	chr5	-1
2310079G19Rik	2310079G19Rik	chr16	-1
2400001E08Rik	2400001E08Rik	chr7	1
2400003C14Rik	2400003C14Rik	chr8	-1
2410001C21Rik	2410001C21Rik	chr2	1
2410002F23Rik;Snord88a	2410002F23Rik	chr7	1
2410002F23Rik;Snord88a	Snord88a	chr7	1
2410002I01Rik	2410002I01Rik	chr11	-1
2410002O22Rik	2410002O22Rik	chr13	-1
2410003K15Rik	2410003K15Rik	chr6	1
2410004A20Rik	2410004A20Rik	chr9	1
2410004B18Rik	2410004B18Rik	chr3	1
2410004P03Rik	2410004P03Rik	chr12	-1
2410006H16Rik;Snord65	2410006H16Rik	chr11	1
2410006H16Rik;Snord65	Snord65	chr11	1
2410012M07Rik	2410012M07Rik	chr9	1
2410015M20Rik;sr104	2410015M20Rik	chr17	-1
2410015M20Rik;sr104	sr104	chr17	-1
2410016O06Rik	2410016O06Rik	chr12	1
2410017I17Rik	2410017I17Rik	chr17	1
2410017P07Rik;Cep57l1	2410017P07Rik	chr10	-1
2410017P07Rik;Cep57l1	Cep57l1	chr10	-1
2410018L13Rik	2410018L13Rik	chr12	1
2410022L05Rik	2410022L05Rik	chr8	-1
2410022M11Rik	2410022M11Rik	chr14	1
2410025L10Rik;Fbrsl1	2410025L10Rik	chr5	-1
2410025L10Rik;Fbrsl1	Fbrsl1	chr5	-1
2410042D21Rik;Slc12a6	2410042D21Rik	chr2	1
2410042D21Rik;Slc12a6	Slc12a6	chr2	1
2410066E13Rik	2410066E13Rik	chr6	1
2410075B13Rik	2410075B13Rik	chr15	-1
2410076I21Rik	2410076I21Rik	chr9	-1
2410089E03Rik	2410089E03Rik	chr15	1
2410091C18Rik	2410091C18Rik	chr17	1
2410127L17Rik	2410127L17Rik	chr19	1
2410129H14Rik;Mzt1	2410129H14Rik	chr14	-1
2410129H14Rik;Mzt1	Mzt1	chr14	-1
2410131K14Rik	2410131K14Rik	chr5	1
2410137F16Rik	2410137F16Rik	chr5	1
2410137M14Rik	2410137M14Rik	chr17	-1
2500003M10Rik;Fop	2500003M10Rik	chr3	-1
2500003M10Rik;Fop	Fop	chr3	-1
2510002D24Rik	2510002D24Rik	chr16	1
2510003E04Rik;Kbp	2510003E04Rik	chr10	-1
2510003E04Rik;Kbp	Kbp	chr10	-1
2510006D16Rik	2510006D16Rik	chr4	1
2510009E07Rik	2510009E07Rik	chr16	-1
2510012J08Rik	2510012J08Rik	chr10	1
2510039O18Rik	2510039O18Rik	chr4	1
2510049J12Rik	2510049J12Rik	chr6	-1
2610001J05Rik	2610001J05Rik	chr6	-1
2610002D18Rik	2610002D18Rik	chr4	1
2610002I17Rik;Tmem103	2610002I17Rik	chr9	1
2610002I17Rik;Tmem103	Tmem103	chr9	1
2610002J02Rik	2610002J02Rik	chr4	1
2610002M06Rik	2610002M06Rik	chrX	-1
2610008E11Rik	2610008E11Rik	chr10	-1
2610015P09Rik	2610015P09Rik	chr16	1
2610017I09Rik	2610017I09Rik	chr1	-1
2610018G03Rik	2610018G03Rik	chrX	1
2610019F03Rik	2610019F03Rik	chr8	-1
2610020H08Rik	2610020H08Rik	chr7	1
2610021K21Rik	2610021K21Rik	chr12	-1
2610024G14Rik	2610024G14Rik	chr5	-1
2610027L16Rik	2610027L16Rik	chr14	1
2610028E06Rik	2610028E06Rik	chr4	-1
2610028H24Rik	2610028H24Rik	chr10	1
2610029G23Rik	2610029G23Rik	chrX	1
2610029I01Rik	2610029I01Rik	chr4	-1
2610034B18Rik	2610034B18Rik	chr7	-1
2610034M16Rik	2610034M16Rik	chr17	-1
2610035D17Rik	2610035D17Rik	chr11	-1
2610039C10Rik	2610039C10Rik	chr16	-1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	2610042L04Rik	chr14	1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	BC016222	chr14	1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	EF651819	chr14	1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	ENSMUSG00000068790	chr14	1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	Gm10341	chr14	1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	Gm10406	chr14	1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	Gm2897	chr14	1
2610042L04Rik;BC016222;EF651819;ENSMUSG00000068790;Gm10341;Gm10406;Gm2897;Gm3020	Gm3020	chr14	1
2610044O15Rik	2610044O15Rik	chr17	-1
2610100L16Rik	2610100L16Rik	chr3	1
2610101N10Rik	2610101N10Rik	chr9	-1
2610109H07Rik	2610109H07Rik	chr4	-1
2610110G12Rik;Atat1	2610110G12Rik	chr17	-1
2610110G12Rik;Atat1	Atat1	chr17	-1
2610203C20Rik	2610203C20Rik	chr9	1
2610203C22Rik	2610203C22Rik	chr1	-1
2610204G22Rik	2610204G22Rik	chr4	1
2610301B20Rik	2610301B20Rik	chr4	1
2610301G19Rik	2610301G19Rik	chr14	-1
2610305D13Rik	2610305D13Rik	chr4	-1
2610306M01Rik	2610306M01Rik	chr6	-1
2610318N02Rik	2610318N02Rik	chr16	-1
2610507B11Rik	2610507B11Rik	chr11	1
2610528E23Rik	2610528E23Rik	chr16	-1
2610528J11Rik	2610528J11Rik	chr4	1
2700007P21Rik	2700007P21Rik	chr2	-1
2700023E23Rik;Snora26	2700023E23Rik	chr5	1
2700023E23Rik;Snora26	Snora26	chr5	1
2700029M09Rik	2700029M09Rik	chr8	1
2700046A07Rik	2700046A07Rik	chr18	-1
2700046G09Rik	2700046G09Rik	chr19	1
2700049A03Rik	2700049A03Rik	chr12	1
2700050L05Rik	2700050L05Rik	chr7	1
2700060E02Rik	2700060E02Rik	chr14	-1
2700062C07Rik	2700062C07Rik	chr18	1
2700078E11Rik	2700078E11Rik	chr19	-1
2700078K21Rik;AK037090;Mmh	2700078K21Rik	chr7	-1
2700078K21Rik;AK037090;Mmh	AK037090	chr7	-1
2700078K21Rik;AK037090;Mmh	Mmh	chr7	-1
2700081O15Rik	2700081O15Rik	chr19	1
2700086A05Rik;AK039882	2700086A05Rik	chr6	1
2700086A05Rik;AK039882	AK039882	chr6	1
2700089E24Rik	2700089E24Rik	chr6	1
2700094K13Rik	2700094K13Rik	chr2	-1
2700097O09Rik	2700097O09Rik	chr12	-1
2700099C18Rik	2700099C18Rik	chr17	1
2810001G20Rik	2810001G20Rik	chr11	1
2810002D19Rik	2810002D19Rik	chr2	1
2810002N01Rik	2810002N01Rik	chr12	1
2810004N23Rik	2810004N23Rik	chr8	-1
2810006K23Rik	2810006K23Rik	chr5	1
2810007J24Rik	2810007J24Rik	chr7	-1
2810008D09Rik	2810008D09Rik	chr11	1
2810008M24Rik	2810008M24Rik	chr13	1
2810021B07Rik	2810021B07Rik	chr13	1
2810021J22Rik	2810021J22Rik	chr11	1
2810025M15Rik	2810025M15Rik	chr1	1
2810026P18Rik	2810026P18Rik	chr9	-1
2810030E01Rik	2810030E01Rik	chr2	-1
2810032G03Rik	2810032G03Rik	chr12	1
2810046L04Rik	2810046L04Rik	chr3	1
2810047C21Rik1	2810047C21Rik1	chr7	1
2810055F11Rik	2810055F11Rik	chr12	-1
2810055G20Rik;AK051166	2810055G20Rik	chr16	1
2810055G20Rik;AK051166	AK051166	chr16	1
2810403A07Rik;Kiaa0907	2810403A07Rik	chr3	1
2810403A07Rik;Kiaa0907	Kiaa0907	chr3	1
2810403D21Rik;AK012972;AK155344	2810403D21Rik	chrX	1
2810403D21Rik;AK012972;AK155344	AK012972	chrX	1
2810403D21Rik;AK012972;AK155344	AK155344	chrX	1
2810405F15Rik	2810405F15Rik	chr2	-1
2810405K02Rik	2810405K02Rik	chr4	-1
2810407C02Rik	2810407C02Rik	chr3	1
2810408A11Rik	2810408A11Rik	chr11	-1
2810408M09Rik	2810408M09Rik	chr2	-1
2810410L24Rik	2810410L24Rik	chr11	-1
2810417H13Rik	2810417H13Rik	chr9	1
2810422J05Rik	2810422J05Rik	chr8	-1
2810422O20Rik	2810422O20Rik	chr1	1
2810428I15Rik	2810428I15Rik	chr8	-1
2810429I04Rik	2810429I04Rik	chr13	1
2810432D09Rik	2810432D09Rik	chr4	-1
2810432L12Rik	2810432L12Rik	chr4	-1
2810433D01Rik	2810433D01Rik	chr11	-1
2810433K01Rik;Ska1	2810433K01Rik	chr18	-1
2810433K01Rik;Ska1	Ska1	chr18	-1
2810442I21Rik;AK013290;AK015657;BC054406	2810442I21Rik	chr11	-1
2810442I21Rik;AK013290;AK015657;BC054406	AK013290	chr11	-1
2810442I21Rik;AK013290;AK015657;BC054406	AK015657	chr11	-1
2810442I21Rik;AK013290;AK015657;BC054406	BC054406	chr11	-1
2810453I06Rik	2810453I06Rik	chr5	1
2810454H06Rik	2810454H06Rik	chr6	1
2810459M11Rik	2810459M11Rik	chr1	1
2810474O19Rik	2810474O19Rik	chr6	1
2900002K06Rik	2900002K06Rik	chrX	1
2900005J15Rik	2900005J15Rik	chr5	1
2900006K08Rik	2900006K08Rik	chr12	1
2900010J23Rik;Swi5	2900010J23Rik	chr2	-1
2900010J23Rik;Swi5	Swi5	chr2	-1
2900010M23Rik	2900010M23Rik	chr17	-1
2900011O08Rik	2900011O08Rik	chr16	1
2900024O10Rik;Mblac2	2900024O10Rik	chr13	1
2900024O10Rik;Mblac2	Mblac2	chr13	1
2900026A02Rik	2900026A02Rik	chr5	-1
2900041M22Rik	2900041M22Rik	chr11	1
2900052N01Rik	2900052N01Rik	chr9	1
2900053A13Rik	2900053A13Rik	chr8	1
2900060B14Rik	2900060B14Rik	chr1	-1
2900062L11Rik;6530401D17Rik	2900062L11Rik	chrX	1
2900062L11Rik;6530401D17Rik	6530401D17Rik	chrX	1
2900064A13Rik;ORF3	2900064A13Rik	chr2	1
2900064A13Rik;ORF3	ORF3	chr2	1
2900073G15Rik	2900073G15Rik	chr17	-1
2900079G21Rik	2900079G21Rik	chr9	1
2900083I11Rik;Srrm3	2900083I11Rik	chr5	1
2900083I11Rik;Srrm3	Srrm3	chr5	1
2900092C05Rik	2900092C05Rik	chr7	1
2900092D14Rik	2900092D14Rik	chr1	1
2900092E17Rik	2900092E17Rik	chr7	-1
2900097C17Rik	2900097C17Rik	chr2	-1
2b4;Cd244	2b4	chr1	1
2b4;Cd244	Cd244	chr1	1
3000002C10Rik	3000002C10Rik	chr9	-1
3010026O09Rik	3010026O09Rik	chr11	1
3110001D03Rik	3110001D03Rik	chr4	-1
3110001I22Rik;Bfar	3110001I22Rik	chr16	1
3110001I22Rik;Bfar	Bfar	chr16	1
3110001K24Rik;Fam35a	3110001K24Rik	chr14	-1
3110001K24Rik;Fam35a	Fam35a	chr14	-1
3110002H16Rik	3110002H16Rik	chr18	1
3110003A17Rik	3110003A17Rik	chr10	-1
3110007F17Rik	3110007F17Rik	chrX	1
3110009E18Rik	3110009E18Rik	chr1	1
3110021A11Rik	3110021A11Rik	chr6	1
3110035E14Rik	3110035E14Rik	chr1	1
3110039M20Rik	3110039M20Rik	chr12	1
3110040N11Rik	3110040N11Rik	chr7	-1
3110043O21Rik	3110043O21Rik	chr4	-1
3110047P20Rik	3110047P20Rik	chr5	1
3110052M02Rik	3110052M02Rik	chr17	1
3110056O03Rik;Sppl2b	3110056O03Rik	chr10	1
3110056O03Rik;Sppl2b	Sppl2b	chr10	1
3110057O12Rik	3110057O12Rik	chr3	1
3110062M04Rik	3110062M04Rik	chr6	-1
3110070M22Rik	3110070M22Rik	chr13	-1
3110079O15Rik	3110079O15Rik	chr1	1
3110082D06Rik	3110082D06Rik	chr17	1
3110082I17Rik	3110082I17Rik	chr5	-1
3110099E03Rik	3110099E03Rik	chr2	-1
3200002M19Rik	3200002M19Rik	chr7	1
3230401D17Rik	3230401D17Rik	chr2	-1
3300002A11Rik	3300002A11Rik	chr12	1
3300002I08Rik;ZIPO-III	3300002I08Rik	chr2	-1
3300002I08Rik;ZIPO-III	ZIPO-III	chr2	-1
3425401B19Rik	3425401B19Rik	chr14	-1
3632451O06Rik;AK087604	3632451O06Rik	chr14	-1
3632451O06Rik;AK087604	AK087604	chr14	-1
3830403N18Rik	3830403N18Rik	chrX	1
3830406C13Rik	3830406C13Rik	chr14	1
3830408C21Rik	3830408C21Rik	chr13	1
3830417A13Rik	3830417A13Rik	chrX	1
3830431G21Rik	3830431G21Rik	chr12	1
3930401K13Rik;Glyr1	3930401K13Rik	chr16	-1
3930401K13Rik;Glyr1	Glyr1	chr16	-1
3930402G23Rik	3930402G23Rik	chr8	-1
4430402I18Rik	4430402I18Rik	chr19	-1
4631405J19Rik	4631405J19Rik	chr2	1
4632411B12Rik;Kiaa1310	4632411B12Rik	chr1	-1
4632411B12Rik;Kiaa1310	Kiaa1310	chr1	-1
4632415K11Rik;mKIAA1609	4632415K11Rik	chr8	-1
4632415K11Rik;mKIAA1609	mKIAA1609	chr8	-1
4632415L05Rik	4632415L05Rik	chr3	1
4632419I22Rik	4632419I22Rik	chr11	1
4632427E13Rik;AK084903	4632427E13Rik	chr7	-1
4632427E13Rik;AK084903	AK084903	chr7	-1
4632428C04Rik	4632428C04Rik	chr16	1
4632428N05Rik	4632428N05Rik	chr10	1
4632434I11Rik	4632434I11Rik	chr7	-1
4731419I09Rik	4731419I09Rik	chr3	1
4732415M23Rik	4732415M23Rik	chr8	1
4732416N19Rik	4732416N19Rik	chr6	1
4732418C07Rik	4732418C07Rik	chr4	1
4732456N10Rik	4732456N10Rik	chr15	-1
4732471D19Rik	4732471D19Rik	chr13	1
4732471J01Rik	4732471J01Rik	chr7	1
4831426I19Rik	4831426I19Rik	chr12	-1
4831440E17Rik	4831440E17Rik	chr5	1
4832428D23Rik	4832428D23Rik	chr1	-1
4833403I15Rik	4833403I15Rik	chr18	1
4833409A17Rik;Pyroxd2	4833409A17Rik	chr19	-1
4833409A17Rik;Pyroxd2	Pyroxd2	chr19	-1
4833413D08Rik	4833413D08Rik	chr2	1
4833418N02Rik	4833418N02Rik	chr17	-1
4833420G17Rik	4833420G17Rik	chr13	1
4833422C13Rik	4833422C13Rik	chr13	-1
4833422F24Rik	4833422F24Rik	chr2	-1
4833423E24Rik	4833423E24Rik	chr2	-1
4833424O15Rik	4833424O15Rik	chr3	1
4833427G06Rik	4833427G06Rik	chr9	-1
4833439L19Rik	4833439L19Rik	chr13	-1
4833442J19Rik	4833442J19Rik	chr6	1
4921501E09Rik	4921501E09Rik	chr17	-1
4921504E06Rik	4921504E06Rik	chr2	-1
4921506M07Rik	4921506M07Rik	chr12	1
4921507P07Rik	4921507P07Rik	chr6	-1
4921509C19Rik	4921509C19Rik	chr2	-1
4921510H08Rik	4921510H08Rik	chr10	1
4921511C04Rik	4921511C04Rik	chr1	1
4921511C20Rik	4921511C20Rik	chrX	1
4921511H03Rik	4921511H03Rik	chr5	1
4921511M17Rik	4921511M17Rik	chrX	-1
4921513D11Rik	4921513D11Rik	chr17	1
4921513D23Rik;Lkap	4921513D23Rik	chr16	-1
4921513D23Rik;Lkap	Lkap	chr16	-1
4921515J06Rik	4921515J06Rik	chr3	1
4921517D21Rik	4921517D21Rik	chr9	1
4921517D22Rik	4921517D22Rik	chr13	-1
4921517L17Rik	4921517L17Rik	chr2	1
4921521F21Rik;Akr1cl	4921521F21Rik	chr1	-1
4921521F21Rik;Akr1cl	Akr1cl	chr1	-1
4921523A10Rik	4921523A10Rik	chr17	-1
4921524J17Rik	4921524J17Rik	chr8	-1
4921524L21Rik	4921524L21Rik	chr18	1
4921528I01Rik	4921528I01Rik	chr18	-1
4921528O07Rik	4921528O07Rik	chr1	-1
4921530D09Rik;Kiaa1984	4921530D09Rik	chr2	-1
4921530D09Rik;Kiaa1984	Kiaa1984	chr2	-1
4921530L21Rik	4921530L21Rik	chr14	1
4921531C22Rik	4921531C22Rik	chr2	1
4921533I20Rik	4921533I20Rik	chr18	-1
4921536K21Rik	4921536K21Rik	chr11	-1
4921539E11Rik	4921539E11Rik	chr4	-1
4922501C03Rik	4922501C03Rik	chr9	-1
4922501L14Rik	4922501L14Rik	chr3	1
4922502D21Rik	4922502D21Rik	chr6	-1
4922505E12Rik	4922505E12Rik	chr1	-1
4922505G16Rik	4922505G16Rik	chr2	-1
4930402F06Rik	4930402F06Rik	chr2	-1
4930402H24Rik	4930402H24Rik	chr2	-1
4930403L05Rik	4930403L05Rik	chrX	-1
4930403N07Rik	4930403N07Rik	chr12	-1
4930404A10Rik	4930404A10Rik	chr11	1
4930404H21Rik	4930404H21Rik	chr7	-1
4930404I05Rik	4930404I05Rik	chr16	1
4930404N11Rik	4930404N11Rik	chr10	-1
4930407I10Rik	4930407I10Rik	chr15	1
4930408F14Rik	4930408F14Rik	chrX	-1
4930408F14Rik	4930408F14Rik	chrX	1
4930408O21Rik;Pdzd9	4930408O21Rik	chr7	-1
4930408O21Rik;Pdzd9	Pdzd9	chr7	-1
4930412C18Rik;AK019984	4930412C18Rik	chr4	1
4930412C18Rik;AK019984	AK019984	chr4	1
4930412F15Rik	4930412F15Rik	chr4	-1
4930412O13Rik	4930412O13Rik	chr2	1
4930415F15Rik	4930415F15Rik	chr11	1
4930415L06Rik	4930415L06Rik	chrX	-1
4930415O20Rik	4930415O20Rik	chr15	1
4930417G10Rik	4930417G10Rik	chr12	-1
4930417O13Rik	4930417O13Rik	chr6	1
4930420K17Rik;AK160408	4930420K17Rik	chr5	1
4930420K17Rik;AK160408	AK160408	chr5	1
4930422G04Rik	4930422G04Rik	chr3	1
4930426L09Rik	4930426L09Rik	chr2	1
4930427A07Rik	4930427A07Rik	chr12	1
4930428D18Rik	4930428D18Rik	chrX	1
4930428E23Rik	4930428E23Rik	chrX	-1
4930429B21Rik	4930429B21Rik	chr3	1
4930429F11Rik	4930429F11Rik	chr17	-1
4930430A15Rik	4930430A15Rik	chr2	-1
4930430D24Rik	4930430D24Rik	chrX	-1
4930430F08Rik	4930430F08Rik	chr10	-1
4930431A04Rik;Klrb6	4930431A04Rik	chr6	-1
4930431A04Rik;Klrb6	Klrb6	chr6	-1
4930432E11Rik	4930432E11Rik	chr7	1
4930432F04Rik	4930432F04Rik	chr5	-1
4930432K09Rik	4930432K09Rik	chr5	1
4930432K21Rik	4930432K21Rik	chr8	1
4930433I11Rik	4930433I11Rik	chr7	1
4930433N12Rik	4930433N12Rik	chr9	-1
4930434E21Rik;Wdr95	4930434E21Rik	chr5	1
4930434E21Rik;Wdr95	Wdr95	chr5	1
4930435E12Rik	4930435E12Rik	chr16	-1
4930441O14Rik	4930441O14Rik	chr13	1
4930442L01Rik	4930442L01Rik	chr3	-1
4930443G12Rik	4930443G12Rik	chr3	1
4930444A02Rik	4930444A02Rik	chr8	-1
4930444G20Rik	4930444G20Rik	chr10	-1
4930447C04Rik;Six6os1	4930447C04Rik	chr12	-1
4930447C04Rik;Six6os1	Six6os1	chr12	-1
4930448K20Rik	4930448K20Rik	chr4	-1
4930449A18Rik	4930449A18Rik	chr3	1
4930449E01Rik	4930449E01Rik	chr14	1
4930449I24Rik	4930449I24Rik	chr5	1
4930451C15Rik	4930451C15Rik	chr16	-1
4930451I11Rik	4930451I11Rik	chr7	-1
4930452B06Rik	4930452B06Rik	chr14	-1
4930453N24Rik	4930453N24Rik	chr16	-1
4930455C21Rik	4930455C21Rik	chr16	-1
4930455F23Rik	4930455F23Rik	chr1	1
4930458L03Rik	4930458L03Rik	chr13	1
4930465K10Rik	4930465K10Rik	chr18	1
4930467E23Rik	4930467E23Rik	chr8	1
4930468A15Rik	4930468A15Rik	chrX	-1
4930469G21Rik	4930469G21Rik	chr1	-1
4930470P17Rik	4930470P17Rik	chr2	-1
4930471G03Rik	4930471G03Rik	chr18	1
4930471M23Rik	4930471M23Rik	chr5	1
4930473A06Rik;AK029637	4930473A06Rik	chr4	1
4930473A06Rik;AK029637	AK029637	chr4	1
4930474M22Rik	4930474M22Rik	chr17	-1
4930474N05Rik	4930474N05Rik	chr14	1
4930479M11Rik	4930479M11Rik	chr7	-1
4930480E11Rik	4930480E11Rik	chrX	1
4930481A15Rik	4930481A15Rik	chr19	1
4930483J18Rik	4930483J18Rik	chr15	1
4930485B16Rik;AK039960	4930485B16Rik	chr10	-1
4930485B16Rik;AK039960	AK039960	chr10	-1
4930486L24Rik	4930486L24Rik	chr13	-1
4930488L21Rik	4930488L21Rik	chr8	-1
4930502E18Rik	4930502E18Rik	chrX	1
4930503B20Rik	4930503B20Rik	chr3	-1
4930503E14Rik	4930503E14Rik	chr14	-1
4930503E24Rik	4930503E24Rik	chr10	1
4930503H13Rik	4930503H13Rik	chrX	1
4930503L19Rik	4930503L19Rik	chr18	-1
4930504O13Rik	4930504O13Rik	chr11	-1
4930505A04Rik	4930505A04Rik	chr11	-1
4930506M07Rik	4930506M07Rik	chr19	-1
4930507D05Rik	4930507D05Rik	chr10	1
4930511I11Rik	4930511I11Rik	chr17	1
4930511M06Rik	4930511M06Rik	chr18	-1
4930511M11Rik	4930511M11Rik	chr5	1
4930512B01Rik	4930512B01Rik	chr12	1
4930512M02Rik	4930512M02Rik	chr11	-1
4930513N10Rik	4930513N10Rik	chr8	1
4930515G01Rik	4930515G01Rik	chr5	-1
4930515G16Rik	4930515G16Rik	chr6	-1
4930519F09Rik	4930519F09Rik	chr10	-1
4930519F16Rik	4930519F16Rik	chrX	-1
